book_name,author,book_url,img_url,rating,pages,pub_date,genres,genres_clean,synopsis,data_source,source_list,cluster_f1b,cluster_name,clusterable,mood_scored,mood,mood_secondary,emotion,emotion_secondary,emotion_conf,mood_low_conf,emo_anger,emo_disgust,emo_fear,emo_joy,emo_neutral,emo_sadness,emo_surprise
A Great and Terrible Beauty,Libba Bray,https://www.goodreads.com/book/show/3682.A_Great_and_Terrible_Beauty,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1284558475i/3682.jpg,3.8,403.0,2003,Fantasy|Young Adult|Historical Fiction|Fiction|Historical|Paranormal|Romance,"['fantasy', 'fiction', 'historical', 'romance', 'young_adult']","In this debut gothic novel mysterious visions, dark family secrets and a long-lost diary thrust Gemma and her classmates back into the horrors that followed her from India. (Ages 12+)It's 1895, and after the suicide of her mother, 16-year-old Gemma Doyle is shipped off from the life she knows in India to Spence, a proper boarding school in England. Lonely, guilt-ridden, and prone to visions of the future that have an uncomfortable habit of coming true, Gemma's reception there is a chilly one. To make things worse, she's been followed by a mysterious young Indian man, a man sent to watch her. But why? What is her destiny? And what will her entanglement with Spence's most powerful girls—and their foray into the spiritual world—lead to?",GoodReads,Best Young Adult Books,0.0,Romance + Fantasy,True,True,Suspenseful,Melancholic,fear,sadness,0.3655039668083191,True,0.06826154887676239,0.21512627601623535,0.3655039668083191,0.0064126960933208466,0.06703402101993561,0.27047255635261536,0.007188923191279173
Persepolis: The Story of a Childhood,Marjane Satrapi,https://www.goodreads.com/book/show/9516.Persepolis,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1425871473i/9516.jpg,4.27,153.0,2003,Graphic Novels|Nonfiction|Memoir|Comics|History|Biography|School,"['fiction', 'literary', 'young_adult']","In powerful black-and-white comic strip images, Satrapi tells the story of her life in Tehran from ages six to fourteen, years that saw the overthrow of the Shah’s regime, the triumph of the Islamic Revolution, and the devastating effects of war with Iraq. The intelligent and outspoken only child of committed Marxists and the great-granddaughter of one of Iran’s last emperors, Marjane bears witness to a childhood uniquely entwined with the history of her country.Persepolis paints an unforgettable portrait of daily life in Iran and of the bewildering contradictions between home life and public life. Marjane’s child’s-eye view of dethroned emperors, state-sanctioned whippings, and heroes of the revolution allows us to learn as she does the history of this fascinating country and of her own extraordinary family. Intensely personal, profoundly political, and wholly original, Persepolis is at once a story of growing up and a reminder of the human cost of war and political repression. It shows how we carry on, with laughter and tears, in the face of absurdity. And, finally, it introduces us to an irresistible little girl with whom we cannot help but fall in love.",GoodReads,Best Books of the Decade: 2000s,8.0,Literary + Classics,True,True,Contemplative,Uplifting,neutral,joy,0.6195412874221802,False,0.019645603373646736,0.025272352620959282,0.07973375916481018,0.15825685858726501,0.6195412874221802,0.030579999089241028,0.066970095038414
Pompeii,Robert   Harris,https://www.goodreads.com/book/show/880.Pompeii,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1388189565i/880.jpg,3.89,274.0,2003,Historical Fiction|Fiction|Historical|Italy|Thriller|Audiobook|Mystery,"['fiction', 'historical', 'mystery']","Het is een hete, broeierige week aan het eind van augustus. De beste plaats om aan de hitte te ontsnappen is de prachtige baai van Napels. Langs de kust vertoeven de rijken van het Romeinse Rijk in hun pompeuze villas. Maar er zijn onheilspellende waarschuwingen die niet genegeerd kunnen worden. Bronnen en rivieren drogen op, mensen verdwijnen, en het grootste aquaduct ter wereld, het enorme Aqua Augusta, stroomt ineens niet meer. Robert Harris vertelt op de van hem zo geroemde wijze het verhaal van een decadente wereld aan de vooravond van de totale vernietiging.",GoodReads,Best Historical Fiction,2.0,Mystery + Contemporary,True,True,Contemplative,Twisty,neutral,surprise,0.6568080186843872,False,0.03714587539434433,0.10548049211502075,0.022099729627370834,0.024842865765094757,0.6568080186843872,0.04150891304016113,0.11211409419775009
The Five People You Meet in Heaven,Mitch Albom,https://www.goodreads.com/book/show/3431.The_Five_People_You_Meet_in_Heaven,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1388200541i/3431.jpg,4.02,196.0,2003,Fiction|Contemporary|Inspirational|Fantasy|Classics|Book Club|Spirituality,"['classics', 'contemporary', 'fantasy', 'fiction']","From the author of the phenomenal #1 New York Times bestseller Tuesdays with Morrie, a novel that explores the unexpected connections of our lives, and the idea that heaven is more than a place; it's an answer.Eddie is a wounded war veteran, an old man who has lived, in his mind, an uninspired life. His job is fixing rides at a seaside amusement park. On his 83rd birthday, a tragic accident kills him as he tries to save a little girl from a falling cart. He awakes in the afterlife, where he learns that heaven is not a destination. It's a place where your life is explained to you by five people, some of whom you knew, others who may have been strangers. One by one, from childhood to soldier to old age, Eddie's five people revisit their connections to him on earth, illuminating the mysteries of his ""meaningless"" life, and revealing the haunting secret behind the eternal question: ""Why was I here?""",GoodReads,Best Books of the Decade: 2000s,5.0,Fantasy + Science Fiction,True,True,Suspenseful,Twisty,fear,surprise,0.8980633616447449,False,0.0022153158206492662,0.004614172037690878,0.8980633616447449,0.003130295081064105,0.03027108870446682,0.014608500525355339,0.04709727689623833
The Curious Incident of the Dog in the Night-Time,Mark Haddon,https://www.goodreads.com/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1479863624i/1618.jpg,3.89,226.0,2003,Fiction|Mystery|Young Adult|Contemporary|Book Club|Classics|Autistic Spectrum Disorder,"['classics', 'contemporary', 'fiction', 'mystery', 'young_adult']","Christopher John Francis Boone knows all the countries of the world and their capitals and every prime number up to 7,057. He relates well to animals but has no understanding of human emotions. He cannot stand to be touched. And he detests the color yellow. This improbable story of Christopher’s quest to investigate the suspicious death of a neighborhood dog makes for one of the most captivating, unusual, and widely heralded novels in recent years.",GoodReads,Best Young Adult Books,2.0,Mystery + Contemporary,True,True,Contemplative,Suspenseful,neutral,fear,0.43091869354248047,False,0.012313127517700195,0.04532008618116379,0.33811143040657043,0.09610795974731445,0.43091869354248047,0.006103976629674435,0.07112477719783783
Oryx and Crake,Margaret Atwood,https://www.goodreads.com/book/show/46756.Oryx_and_Crake,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1668379066i/46756.jpg,4.0,389.0,2003,Fiction|Science Fiction|Dystopia|Post Apocalyptic|Fantasy|Audiobook|Book Club,"['contemporary', 'fantasy', 'fiction', 'science_fiction']","Alternate cover edition of ISBN 9780385721677.Oryx and Crakeis at once an unforgettable love story and a compelling vision of the future. Snowman, known as Jimmy before mankind was overwhelmed by a plague, is struggling to survive in a world where he may be the last human, and mourning the loss of his best friend, Crake, and the beautiful and elusive Oryx whom they both loved. In search of answers, Snowman embarks on a journey–with the help of the green-eyed Children of Crake–through the lush wilderness that was so recently a great city, until powerful corporations took mankind on an uncontrolled genetic engineering ride. Margaret Atwood projects us into a near future that is both all too familiar and beyond our imagining.",GoodReads,Best Books of the Decade: 2000s,5.0,Fantasy + Science Fiction,True,True,Melancholic,Contemplative,sadness,neutral,0.9196386337280273,False,0.001992654986679554,0.0025622639805078506,0.013758815824985504,0.012954323552548885,0.03550257161259651,0.9196386337280273,0.013590671122074127
The Birth of Venus,Sarah Dunant,https://www.goodreads.com/book/show/28078.The_Birth_of_Venus,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1423923989i/28078.jpg,3.81,427.0,2003,Historical Fiction|Fiction|Italy|Historical|Art|Book Club|Romance,"['contemporary', 'fiction', 'historical', 'romance']","Alessandra Cecchi is not quite fifteen when her father, a prosperous cloth merchant, brings a young painter back from northern Europe to decorate the chapel walls in the family’s Florentine palazzo. A child of the Renaissance, with a precocious mind and a talent for drawing, Alessandra is intoxicated by the painter’s abilities.But their burgeoning relationship is interrupted when Alessandra’s parents arrange her marriage to a wealthy, much older man. Meanwhile, Florence is changing, increasingly subject to the growing suppression imposed by the fundamentalist monk Savonarola, who is seizing religious and political control. Alessandra and her native city are caught between the Medici state, with its love of luxury, learning, and dazzling art, and the hellfire preaching and increasing violence of Savonarola’s reactionary followers. Played out against this turbulent backdrop, Alessandra’s married life is a misery, except for the surprising freedom it allows her to pursue her powerful attraction to the young painter and his art.The Birth of Venusis a tour de force, the first historical novel from one of Britain’s most innovative writers of literary suspense. It brings alive the history of Florence at its most dramatic period, telling a compulsively absorbing story of love, art, religion, and power through the passionate voice of Alessandra, a heroine with the same vibrancy of spirit as her beloved city.",GoodReads,Best Historical Fiction,7.0,Contemporary + Historical,True,True,Suspenseful,Melancholic,fear,sadness,0.7468277812004089,False,0.048799850046634674,0.01784518174827099,0.7468277812004089,0.03265250474214554,0.03214036673307419,0.10487920790910721,0.016855092719197273
The Queen's Fool,Philippa Gregory,https://www.goodreads.com/book/show/252499.The_Queen_s_Fool,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1399204116i/252499.jpg,3.89,504.0,2003,Historical Fiction|Fiction|Historical|Romance|British Literature|Tudor Period|Adult,"['fiction', 'historical', 'literary', 'romance']","A young woman caught in the rivalry between Queen Mary and her half sister, Elizabeth, must find her true destiny amid treason, poisonous rivalries, loss of faith, and unrequited love.It is winter, 1553. Pursued by the Inquisition, Hannah Green, a fourteen-year-old Jewish girl, is forced to flee Spain with her father. But Hannah is no ordinary refugee. Her gift of ""Sight,"" the ability to foresee the future, is priceless in the troubled times of the Tudor court. Hannah is adopted by the glamorous Robert Dudley, the charismatic son of King Edward's protector, who brings her to court as a ""holy fool"" for Queen Mary and, ultimately, Queen Elizabeth. Hired as a fool but working as a spy; promised in wedlock but in love with her master; endangered by the laws against heresy, treason, and witchcraft, Hannah must choose between the safe life of a commoner and the dangerous intrigues of the royal family that are inextricably bound up in her own yearnings and desires.Teeming with vibrant period detail and peopled by characters seamlessly woven into the sweeping tapestry of history,The Queen's Foolis another rich and emotionally resonant gem from this wonderful storyteller.",GoodReads,Best Historical Fiction,3.0,"Historical, Classics",True,True,Melancholic,Suspenseful,sadness,fear,0.489706814289093,False,0.09025242179632187,0.027309082448482513,0.31065109372138977,0.026946406811475754,0.052905965596437454,0.489706814289093,0.0022281815763562918
Ethan Frome,Edith Wharton,http://books.google.de/books?id=4ga1swEACAAJ&dq=subject:classics&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=4ga1swEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.0,98.0,2003,Accident victims,['classics'],A young man struggles to rise above the intellectual and spiritual impoverishment of a small New England community through his forbidden love for his cousin Mattie Silver.,google_books,Books You Should Read,,,False,True,Gritty,Melancholic,disgust,sadness,0.8437268137931824,False,0.008171232417225838,0.8437268137931824,0.016091952100396156,0.009257419034838676,0.056095272302627563,0.06511243432760239,0.001544926199130714
Shantaram,Gregory David Roberts,https://www.goodreads.com/book/show/33600.Shantaram,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1333482282i/33600.jpg,4.28,936.0,2003,Fiction|India|Travel|Historical Fiction|Adventure|Novels|Contemporary,"['adventure', 'contemporary', 'fiction', 'historical', 'literary']","""It took me a long time and most of the world to learn what I know about love and fate and the choices we make, but the heart of it came to me in an instant, while I was chained to a wall and being tortured.""So begins this epic, mesmerizing first novel set in the underworld of contemporary Bombay.Shantaramis narrated by Lin, an escaped convict with a false passport who flees maximum security prison in Australia for the teeming streets of a city where he can disappear.Accompanied by his guide and faithful friend, Prabaker, the two enter Bombay's hidden society of beggars and gangsters, prostitutes and holy men, soldiers and actors, and Indians and exiles from other countries, who seek in this remarkable place what they cannot find elsewhere.As a hunted man without a home, family, or identity, Lin searches for love and meaning while running a clinic in one of the city's poorest slums, and serving his apprenticeship in the dark arts of the Bombay mafia. The search leads him to war, prison torture, murder, and a series of enigmatic and bloody betrayals. The keys to unlock the mysteries and intrigues that bind Lin are held by two people. The first is Khader Khan: mafia godfather, criminal-philosopher-saint, and mentor to Lin in the underworld of the Golden City. The second is Karla: elusive, dangerous, and beautiful, whose passions are driven by secrets that torment her and yet give her a terrible power.Burning slums and five-star hotels, romantic love and prison agonies, criminal wars and Bollywood films, spiritual gurus and mujaheddin guerrillas—this huge novel has the world of human experience in its reach, and a passionate love for India at its heart. Based on the life of the author, it is by any measure the debut of an extraordinary voice in literature.",GoodReads,Best Books of the Decade: 2000s,7.0,Contemporary + Historical,True,True,Suspenseful,Gritty,fear,disgust,0.8936824798583984,False,0.03158680722117424,0.03701766952872276,0.8936824798583984,0.004928311798721552,0.018230894580483437,0.008922160603106022,0.005631634965538979
The House of the Scorpion,Nancy Farmer,https://www.goodreads.com/book/show/13376.The_House_of_the_Scorpion,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1401734230i/13376.jpg,4.08,380.0,2002,Young Adult|Science Fiction|Dystopia|Fiction|Fantasy|Teen|School,"['fantasy', 'fiction', 'science_fiction', 'young_adult']","With undertones of vampires, Frankenstein, dragons' hoards, and killing fields, Matt's story turns out to be an inspiring tale of friendship, survival, hope, and transcendence. A must-read for teenage fantasy fans.At his coming-of-age party, Matteo Alacrán asks El Patrón's bodyguard, ""How old am I?...I know I don't have a birthday like humans, but I was born.""""You were harvested,"" Tam Lin reminds him. ""You were grown in that poor cow for nine months and then you were cut out of her.""To most people around him, Matt is not a boy, but a beast. A room full of chicken litter with roaches for friends and old chicken bones for toys is considered good enough for him. But for El Patrón, lord of a country called Opium—a strip of poppy fields lying between the U.S. and what was once called Mexico—Matt is a guarantee of eternal life. El Patrón loves Matt as he loves himself for Matt is himself. They share identical DNA.",GoodReads,Best Young Adult Books,5.0,Fantasy + Science Fiction,True,True,Contemplative,Gritty,neutral,disgust,0.6672675013542175,False,0.016839923337101936,0.21792170405387878,0.044997043907642365,0.02942437306046486,0.6672675013542175,0.009921304881572723,0.013628183864057064
Everything is Illuminated,Jonathan Safran Foer,https://www.goodreads.com/book/show/256566.Everything_is_Illuminated,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1479774440i/256566.jpg,3.89,276.0,2002,Fiction|Historical Fiction|Contemporary|Novels|Book Club|Magical Realism|Literary Fiction,"['contemporary', 'fantasy', 'fiction', 'historical', 'literary']","With only a yellowing photograph in hand, a young man -- also named Jonathan Safran Foer -- sets out to find the woman who may or may not have saved his grandfather from the Nazis. Accompanied by an old man haunted by memories of the war; an amorous dog named Sammy Davis, Junior, Junior; and the unforgettable Alex, a young Ukrainian translator who speaks in a sublimely butchered English, Jonathan is led on a quixotic journey over a devastated landscape and into an unexpected past.",GoodReads,Best Books of the Decade: 2000s,7.0,Contemporary + Historical,True,True,Melancholic,Suspenseful,sadness,fear,0.747554361820221,False,0.004867027513682842,0.016435028985142708,0.16333624720573425,0.013803040608763695,0.041119370609521866,0.747554361820221,0.012884937226772308
Babbitt,Sinclair Lewis,http://books.google.de/books?id=_MzVswEACAAJ&dq=subject:classics&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=_MzVswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.78,384.0,2002,Businessmen,['fiction'],"With his breathtaking social insight and his graceful sentences, Sinclair Lewis - a Pulitzer and Nobel Prize winner - stands out as one of the most important American writers of the 20th century. At turns lyrically soul-searching and scathing in its honesty, Babbitt captures the essence of the 1920s while remaining a timeless piece of literature. Babbitt, the ultimate conformist and social climber, seeks power in his community and self-esteem from others. Outwardly, he is the ultimate ""big booster,"" and he toes the company line with ""zip and zowie."" In his dreams, however, he is tormented by the emptiness of his soul.",google_books,Books You Should Read,,,False,True,Melancholic,Gritty,sadness,disgust,0.7544510960578918,False,0.022404009476304054,0.12144474685192108,0.020491717383265495,0.0031763759907335043,0.07486402243375778,0.7544510960578918,0.003167940303683281
This Lullaby,Sarah Dessen,https://www.goodreads.com/book/show/22205.This_Lullaby,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1397779294i/22205.jpg,4.01,345.0,2002,Young Adult|Romance|Contemporary|Fiction|Chick Lit|Realistic Fiction|Teen,"['contemporary', 'fiction', 'romance', 'young_adult']","There is an alternate cover edition for this ISBN13here.The science of breaking up...Remy always knows when to give a guy ""the speech"" - right after the initial romantic rush, but before anything gets too serious. She's had her fair share of boyfriends, and she's learned all there is to learn from her mother, who's currently working on husband number five. So why is it that's Remy can't seem to dump Dexter? It can't be his name. It can't be that he's messy and disorganized. And it certainly isn't that he's a musician - just like Remy's father, a man she never knew because he left before she was born. Could it be that Remy's romantic rules to live by don't apply anymore?",GoodReads,Best Young Adult Books,4.0,Contemporary + Young Adult,True,True,Contemplative,Twisty,neutral,surprise,0.5987439751625061,False,0.04646012932062149,0.10040455311536789,0.012289253994822502,0.004470296204090118,0.5987439751625061,0.06864124536514282,0.16899053752422333
The Fellowship of the Ring,John Ronald Reuel Tolkien,http://books.google.de/books?id=OGJqzw0Oo2UC&dq=subject:fantasy&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=OGJqzw0Oo2UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.0,580.0,2002,Fiction,['fiction'],The first book in the Lord of the rings trilogy.,google_books,Best Epic Fantasy,,,False,False,,,nan,nan,,False,,,,,,,
Middlesex,Jeffrey Eugenides,https://www.goodreads.com/book/show/2187.Middlesex,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1437029776i/2187.jpg,4.04,529.0,2002,Fiction|Historical Fiction|Book Club|Contemporary|LGBT|Classics|Literary Fiction,"['classics', 'contemporary', 'fiction', 'historical', 'literary']","The astonishing tale of a gene that passes down through three generations of a Greek-American family and flowers in the body of a teenage girl.In the spring of 1974, Calliope Stephanides, a student at a girls' school in Grosse Pointe, finds herself drawn to a chain-smoking, strawberry blond classmate with a gift for acting. The passion that furtively develops between them--along with Callie's failure to develop--leads Callie to suspect that she is not like other girls. In fact, she is not really a girl at all.The explanation for this shocking state of affairs takes us out of suburbia- back before the Detroit race riots of 1967, before the rise of the Motor City and Prohibition, to 1922, when the Turks sacked Smyrna and Callie's grandparents fled for their lives. Back to a tiny village in Asia Minor where two lovers, and one rare genetic mutation, set in motion the metamorphosis that will turn Callie into a being both mythical and perfectly a hermaphrodite.Spanning eight decades--and one unusually awkward adolescence- Jeffrey Eugenides's long-awaited second novel is a grand, utterly original fable of crossed bloodlines, the intricacies of gender, and the deep, untidy promptings of desire.",GoodReads,Best Books of the Decade: 2000s,3.0,"Historical, Classics",True,True,Twisty,Suspenseful,surprise,fear,0.5349687337875366,False,0.00878969207406044,0.00843505747616291,0.41295069456100464,0.012803667224943638,0.016437577083706856,0.005614529829472303,0.5349687337875366
Sunset in St. Tropez,Danielle Steel,http://books.google.de/books?id=LUVbAAAAMAAJ&dq=subject:romance&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=LUVbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.0,248.0,2002,Fiction,['fiction'],"Taking a vacation together to grieve over the death of one of their group, five friends are dismayed by the ramshackle mansion they find instead of the garden villa they expected, and the unexpected appearance of the new girlfriend of the widowed husband.",google_books,Best Book Boyfriends,,,False,True,Melancholic,Twisty,sadness,surprise,0.9431910514831543,False,0.005392337217926979,0.007858246564865112,0.004221378359943628,0.0048520625568926334,0.007534939330071211,0.9431910514831543,0.026949966326355934
Running with Scissors,Augusten Burroughs,https://www.goodreads.com/book/show/242006.Running_with_Scissors,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1690319656i/242006.jpg,3.77,336.0,2002,Memoir|Nonfiction|Biography|Humor|Biography Memoir|Book Club|Autobiography,"['contemporary', 'fiction']","Running with Scissors is the true story of a boy whose mother (a poet with delusions of Anne Sexton) gave him away to be raised by her unorthodox psychiatrist who bore a striking resemblance to Santa Claus. So at the age of twelve, Burroughs found himself amidst Victorian squalor living with the doctor’s bizarre family, and befriending a pedophile who resided in the backyard shed. The story of an outlaw childhood where rules were unheard of, and the Christmas tree stayed up all year round, where Valium was consumed like candy, and if things got dull an electroshock- therapy machine could provide entertainment. The funny, harrowing and bestselling account of an ordinary boy’s survival under the most extraordinary circumstances.",GoodReads,Best Books of the Decade: 2000s,,,False,True,Suspenseful,Gritty,fear,disgust,0.5175399780273438,False,0.010347939096391201,0.1621600240468979,0.5175399780273438,0.1008354052901268,0.12260876595973969,0.03155536204576492,0.054952457547187805
The Crimson Petal and the White,Michel Faber,https://www.goodreads.com/book/show/40200.The_Crimson_Petal_and_the_White,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1408937589i/40200.jpg,3.89,922.0,2002,Historical Fiction|Fiction|Historical|Victorian|Romance|British Literature|Literary Fiction,"['fiction', 'historical', 'literary', 'romance']","London, 1870s. At the heart of this panoramic narrative is a young woman’s struggle to lift her body and soul out of the gutter. Sugar, a nineteen-year-old whore in the brothel of the terrifying Mrs. Castaway, yearns for a better life. Her ascent through the strata of Victorian society begins with the egotistical perfume magnate William Rackham. Infatuated with Sugar, William’s patronage brings her into the circles of his family and milieu: his wife who barely overcomes chronic hysteria to make her appearances during “the Season”; his mysteriously hidden-away daughter, left to the care of minions; his pious brother, foiled in his devotional calling by his lust for the Widow Fox; as well as preening socialites, drunken journalists, untrustworthy servants, vile guttersnipes, and whores of all stripes and persuasions.Twenty years in its conception, research, and writing, The Crimson Petal and the White is teeming with life, rich in texture and incident, with breathtakingly real characters.",GoodReads,Best Historical Fiction,3.0,"Historical, Classics",True,True,Suspenseful,Gritty,fear,disgust,0.9195027351379395,False,0.010722992941737175,0.03507988154888153,0.9195027351379395,0.0029483509715646505,0.022562691941857338,0.003266825806349516,0.005916433408856392
Kafka on the Shore,Haruki Murakami,https://www.goodreads.com/book/show/4929.Kafka_on_the_Shore,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1429638085i/4929.jpg,4.11,467.0,2002,Fiction|Magical Realism|Fantasy|Japan|Japanese Literature|Contemporary|Novels,"['contemporary', 'fantasy', 'fiction', 'literary']","Kafka on the Shore, a tour de force of metaphysical reality, is powered by two remarkable characters: a teenage boy, Kafka Tamura, who runs away from home either to escape a gruesome oedipal prophecy or to search for his long-missing mother and sister; and an aging simpleton called Nakata, who never recovered from a wartime affliction and now is drawn toward Kafka for reasons that, like the most basic activities of daily life, he cannot fathom.Their odyssey, as mysterious to them as it is to us, is enriched throughout by vivid accomplices and mesmerizing events. Cats and people carry on conversations, a ghostlike pimp employs a Hegel-quoting prostitute, a forest harbors soldiers apparently unaged since World War II, and rainstorms of fish (and worse) fall from the sky.There is a brutal murder, with the identity of both victim and perpetrator a riddle - yet this, along with everything else, is eventually answered, just as the entwined destinies of Kafka and Nakata are gradually revealed, with one escaping his fate entirely and the other given a fresh start on his own.",GoodReads,Best Books of the Decade: 2000s,7.0,Contemporary + Historical,True,True,Suspenseful,Gritty,fear,disgust,0.5830919742584229,False,0.022379880771040916,0.27690595388412476,0.5830919742584229,0.002918650396168232,0.06327131390571594,0.02885812520980835,0.022574199363589287
Across the Nightingale Floor,Lian Hearn,https://www.goodreads.com/book/show/77160.Across_the_Nightingale_Floor,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1438630231i/77160.jpg,4.06,305.0,2002,Fantasy|Fiction|Historical Fiction|Young Adult|Japan|Historical|Romance,"['fantasy', 'fiction', 'historical', 'romance', 'young_adult']","In his black-walled fortress at Inuyama, the warlord Iida Sadamu surveys his famous nightingale floor. Constructed with exquisite skill, it sings at the tread of each human foot. No assassin can cross it unheard.The youth Takeo has been brought up in a remote mountain village among the Hidden, a reclusive and spiritual people who have taught him only the ways of peace. But unbeknownst to him, his father was a celebrated assassin and a member of the Tribe, an ancient network of families with extraordinary, preternatural skills. When Takeo's village is pillaged, he is rescued and adopted by the mysterious Lord Otori Shigeru. Under the tutelage of Shigeru, he learns that he too possesses the skills of the Tribe. And, with this knowledge, he embarks on a journey that will lead him across the famed nightingale floor—and to his own unimaginable destiny...",GoodReads,The Best Epic Fantasy (fiction),0.0,Romance + Fantasy,True,True,Contemplative,Suspenseful,neutral,fear,0.673336386680603,False,0.05443790182471275,0.05882779508829117,0.11562073975801468,0.01193029060959816,0.673336386680603,0.018720615655183792,0.06712625920772552
The Cottage,Danielle Steel,http://books.google.de/books?id=UcgtbY_Mz6AC&dq=subject:romance&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=UcgtbY_Mz6AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.0,502.0,2002,Fiction,['fiction'],"In her fifty-fourth bestselling novel, DANIELLE STEEL weaves a compelling story of fame and friendship, charmed lives and private struggles...and of three very different men whose lives converge and collide atThe Cottage. On a sunny day in Hollywood, a gleaming Rolls-Royce convertible pulls through the gates of the magnificent estate known asThe Cottage. Modeled after the “cottages” of Newport, Rhode Island, the spacious, elegant property, sitting on fourteen acres of lush Bel Air, fits its owner to a T. For the man behind the wheel of the Rolls is Hollywood’s ageless wonder, Cooper Winslow. A star of the silver screen for decades, a man whose allure to women is the stuff of legend, Coop exudes grace, charm, and old-fashioned style. But today Coop Winslow is in for a major surprise. He’s broke. And with no major roles coming his way, Coop is faced with the heartbreaking prospect of selling his beloved home of forty years, or at least renting out the gatehouse and part of the main house. A huge blow to Coop, whose debonair attitude allows him to escape reality much of the time. His new tenants, Mark Friedman and Jimmy O’Connor, are busy coping with problems of their own. Mark’s wife of sixteen years just walked out, and Jimmy recently lost his own wife to a devastating illness. But everything changes when Mark’s teenage son and daughter move in. Suddenly,The Cottageis transformed, with music blasting from every corner, teenagers on skateboards crashing into vintage cars, and a never-ending parade of young starlets streaming in and out to visit Coop. But amid all the noise and the chaos, something unexpected is happening. Three men who never would have met are becoming friends...and each man finds himself changing in surprising ways, Coop most of all. Because beneath the dazzle and flash, the impeccably tailored suits and the sheer bravado, is a man trying to keep control of his carefully ordered world–a world that is becoming more and more unpredictable with each passing day. First, a tabloid scandal erupts, threatening Coop’s budding romance with a wealthy debutante....A stranger approaches Coop with stunning news....A devastating accident almost claims the life of one of the housemates....And in the midst of it all,The Cottagewelcomes a new houseguest with a secret of her own, who will change Coop’s life in unexpected ways. Because among the people who share his cottage and his life, Coop Winslow–loner, bachelor, movie star–may find the rarest of all opportunities: a chance to build a happiness he could never have dreamed of on his own, and to become the kind of human being he has never been. Against a glittering backdrop of celebrity and glamour, DANIELLE STEEL digs deeper to tell a story of friendship and love, tragedy and second chances...of the choices and unexpected turns of fate that can shape characters and lives. From the Hardcover edition.",google_books,Best Book Boyfriends,,,False,True,Melancholic,Twisty,sadness,surprise,0.4238933324813843,False,0.006615533493459225,0.002964434679597616,0.04602222517132759,0.08227735757827759,0.11698164790868759,0.4238933324813843,0.3212454617023468
Feed,M.T. Anderson,https://www.goodreads.com/book/show/169756.Feed,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327891005i/169756.jpg,3.55,308.0,2002,Young Adult|Science Fiction|Dystopia|Fiction|Audiobook|Teen|Fantasy,"['fantasy', 'fiction', 'science_fiction', 'young_adult']","Identity crises, consumerism, and star-crossed teenage love in a futuristic society where people connect to the Internet via feeds implanted in their brains.For Titus and his friends, it started out like any ordinary trip to the moon—a chance to party during spring break and play with some stupid low-grav at the Ricochet Lounge. But that was before the crazy hacker caused all their feeds to malfunction, sending them to the hospital to lie around with nothing inside their heads for days. And it was before Titus met Violet, a beautiful, brainy teenage girl who has decided to fight the feed and its omnipresent ability to categorize human thoughts and desires. Following in the footsteps of George Orwell, Anthony Burgess, and Kurt Vonnegut Jr., M. T. Anderson has created a not-so-brave new world—and a smart, savage satire that has captivated readers with its view of an imagined future that veers unnervingly close to the here and now.",GoodReads,Best Dystopian and Post-Apocalyptic Fiction,5.0,Fantasy + Science Fiction,True,True,Suspenseful,Contemplative,fear,neutral,0.8468542695045471,False,0.05469246208667755,0.014885300770401955,0.8468542695045471,0.004814357031136751,0.056277915835380554,0.0032494894694536924,0.019226236268877983
